,Ship Mode,Mode Id
176,First Class,0
177,First Class,0
178,Standard Class,3
179,Standard Class,3
180,Second Class,2
181,Standard Class,3
182,Standard Class,3
183,Standard Class,3
184,Second Class,2
185,Same Day,1
186,Second Class,2
187,Second Class,2
188,Same Day,1
189,First Class,0
190,Standard Class,3
191,Same Day,1
192,First Class,0
193,Standard Class,3
194,Second Class,2
195,Standard Class,3
196,Second Class,2
197,Standard Class,3
198,Standard Class,3
199,Second Class,2
200,Standard Class,3
201,First Class,0
202,Same Day,1
203,Second Class,2
204,Same Day,1
205,Standard Class,3
206,Same Day,1
207,First Class,0
208,Standard Class,3
209,Same Day,1
210,Second Class,2
211,Standard Class,3
212,Second Class,2
213,First Class,0
214,Second Class,2
215,First Class,0
216,Second Class,2
217,First Class,0
218,Standard Class,3
219,Standard Class,3
220,Standard Class,3
221,Second Class,2
222,Second Class,2
223,Same Day,1
224,Standard Class,3
225,Standard Class,3
226,Same Day,1
227,Standard Class,3
228,First Class,0
229,First Class,0
230,Second Class,2
231,First Class,0
232,Same Day,1
233,Standard Class,3
234,Second Class,2
235,Same Day,1
236,Same Day,1
237,First Class,0
238,Second Class,2
239,Second Class,2
240,First Class,0
241,First Class,0
242,Second Class,2
243,First Class,0
244,Second Class,2
245,First Class,0
246,First Class,0
247,First Class,0
248,Standard Class,3
249,Standard Class,3
250,Standard Class,3
251,Same Day,1
252,Standard Class,3
253,First Class,0
254,Same Day,1
255,Same Day,1
256,Standard Class,3
257,Standard Class,3
258,Standard Class,3
259,Standard Class,3
260,Standard Class,3
261,Same Day,1
262,Same Day,1
263,First Class,0
264,Same Day,1
265,Second Class,2
266,Same Day,1
267,Standard Class,3
268,Same Day,1
269,Same Day,1
270,Standard Class,3
271,Same Day,1
272,Standard Class,3
273,Second Class,2
274,Same Day,1
275,Standard Class,3
276,First Class,0
277,First Class,0
278,Same Day,1
279,Second Class,2
280,First Class,0
281,Standard Class,3
282,Same Day,1
283,Same Day,1
284,Standard Class,3
285,Same Day,1
286,Same Day,1
287,Standard Class,3
288,Second Class,2
289,First Class,0
290,Second Class,2
291,First Class,0
292,Second Class,2
293,Second Class,2
294,Standard Class,3
295,Standard Class,3
296,First Class,0
297,Standard Class,3
298,Same Day,1
299,Same Day,1
300,Same Day,1
301,Standard Class,3
302,Same Day,1
303,Standard Class,3
304,Same Day,1
305,First Class,0
306,Standard Class,3
307,Same Day,1
308,Same Day,1
309,Standard Class,3
310,First Class,0
311,Standard Class,3
312,Same Day,1
313,First Class,0
314,Second Class,2
315,Standard Class,3
316,Standard Class,3
317,Second Class,2
318,First Class,0
319,Second Class,2
320,First Class,0
321,First Class,0
322,Second Class,2
323,First Class,0
324,Standard Class,3
325,First Class,0
326,First Class,0
327,Second Class,2
328,Standard Class,3
329,First Class,0
330,Standard Class,3
331,First Class,0
332,Same Day,1
333,Standard Class,3
334,First Class,0
335,First Class,0
336,Second Class,2
337,Standard Class,3
338,Standard Class,3
339,Second Class,2
340,Same Day,1
341,Standard Class,3
342,Second Class,2
343,Second Class,2
344,Second Class,2
345,Standard Class,3
346,Same Day,1
347,Standard Class,3
348,First Class,0
349,Standard Class,3
350,First Class,0
351,First Class,0
352,Standard Class,3
353,Second Class,2
354,Same Day,1
355,Standard Class,3
356,Same Day,1
357,First Class,0
358,First Class,0
359,Standard Class,3
360,Standard Class,3
361,Standard Class,3
362,Second Class,2
363,Standard Class,3
364,Standard Class,3
365,Second Class,2
366,First Class,0
367,Standard Class,3
368,Second Class,2
369,Second Class,2
370,Standard Class,3
371,Second Class,2
372,Standard Class,3
373,First Class,0
374,First Class,0
375,Same Day,1
376,Same Day,1
377,First Class,0
378,Same Day,1
379,Same Day,1
380,Standard Class,3
381,Same Day,1
382,Standard Class,3
383,Second Class,2
384,Same Day,1
385,Second Class,2
386,Standard Class,3
387,First Class,0
388,Standard Class,3
389,First Class,0
390,Second Class,2
391,Second Class,2
392,Same Day,1
393,Standard Class,3
394,Same Day,1
395,First Class,0
396,Same Day,1
397,Standard Class,3
398,Second Class,2
399,Second Class,2
400,Second Class,2
401,Same Day,1
402,First Class,0
403,Same Day,1
404,Second Class,2
405,Same Day,1
406,Same Day,1
407,Second Class,2
408,Second Class,2
409,Second Class,2
410,Same Day,1
411,Second Class,2
412,Same Day,1
413,First Class,0
414,Standard Class,3
415,Same Day,1
416,Standard Class,3
417,Same Day,1
418,Standard Class,3
419,Same Day,1
420,Second Class,2
421,First Class,0
422,Second Class,2
423,Same Day,1
424,Same Day,1
425,Same Day,1
426,Second Class,2
427,Second Class,2
428,Standard Class,3
429,Same Day,1
430,Second Class,2
431,First Class,0
432,Same Day,1
433,Same Day,1
434,Second Class,2
435,Same Day,1
436,Same Day,1
437,Second Class,2
438,Same Day,1
439,Same Day,1
440,Same Day,1
441,Standard Class,3
442,First Class,0
443,Standard Class,3
444,Standard Class,3
445,First Class,0
446,Second Class,2
447,Standard Class,3
448,First Class,0
449,Second Class,2
450,Second Class,2
451,Standard Class,3
452,Same Day,1
453,Second Class,2
454,First Class,0
455,Same Day,1
456,First Class,0
457,Standard Class,3
458,Standard Class,3
459,Same Day,1
460,Standard Class,3
461,Standard Class,3
462,Same Day,1
463,Standard Class,3
464,Same Day,1
465,Same Day,1
466,Same Day,1
467,First Class,0
468,Same Day,1
469,Second Class,2
470,Standard Class,3
471,Second Class,2
472,Same Day,1
473,Standard Class,3
474,Second Class,2
475,Same Day,1
476,Standard Class,3
477,Second Class,2
478,Standard Class,3
479,Second Class,2
480,Standard Class,3
481,Same Day,1
482,Standard Class,3
483,Second Class,2
484,Same Day,1
485,Second Class,2
486,Same Day,1
487,First Class,0
488,First Class,0
489,Same Day,1
490,First Class,0
491,Same Day,1
492,First Class,0
493,Same Day,1
494,Standard Class,3
495,Same Day,1
496,Second Class,2
497,Standard Class,3
498,Second Class,2
499,Second Class,2
500,First Class,0
501,Second Class,2
502,Second Class,2
503,Standard Class,3
504,Same Day,1
505,Same Day,1
506,Same Day,1
507,Same Day,1
508,Same Day,1
509,Standard Class,3
510,Same Day,1
511,First Class,0
512,Standard Class,3
513,First Class,0
514,First Class,0
515,Same Day,1
516,First Class,0
517,Second Class,2
518,First Class,0
519,First Class,0
520,First Class,0
521,Second Class,2
522,Standard Class,3
523,Same Day,1
524,Standard Class,3
525,Second Class,2
526,Standard Class,3
527,Standard Class,3
528,Same Day,1
529,Standard Class,3
530,Second Class,2
531,Standard Class,3
532,Second Class,2
533,Same Day,1
534,Standard Class,3
535,First Class,0
536,First Class,0
537,First Class,0
538,First Class,0
539,Second Class,2
540,Same Day,1
541,Second Class,2
542,First Class,0
543,First Class,0
544,Standard Class,3
545,First Class,0
546,Second Class,2
547,Standard Class,3
548,Same Day,1
549,Standard Class,3
550,Standard Class,3
551,First Class,0
552,Standard Class,3
553,Same Day,1
554,Standard Class,3
555,First Class,0
556,Same Day,1
557,Standard Class,3
558,Standard Class,3
559,Second Class,2
560,First Class,0
561,Same Day,1
562,Same Day,1
563,First Class,0
564,Same Day,1
565,Standard Class,3
566,Same Day,1
567,Standard Class,3
568,Second Class,2
569,Second Class,2
570,Same Day,1
571,Second Class,2
572,Same Day,1
573,Second Class,2
574,Standard Class,3
575,Same Day,1
576,Same Day,1
577,Standard Class,3
578,Standard Class,3
579,First Class,0
580,Same Day,1
581,First Class,0
582,Standard Class,3
583,First Class,0
584,Standard Class,3
585,Standard Class,3
586,Second Class,2
587,First Class,0
588,Same Day,1
589,Same Day,1
590,Second Class,2
591,Same Day,1
592,Standard Class,3
593,Standard Class,3
594,First Class,0
595,Standard Class,3
596,Second Class,2
597,Same Day,1
598,Second Class,2
599,First Class,0
600,Same Day,1
601,Second Class,2
602,Same Day,1
603,Same Day,1
604,First Class,0
605,Second Class,2
606,Same Day,1
607,First Class,0
608,Same Day,1
609,Second Class,2
610,Standard Class,3
611,First Class,0
612,Same Day,1
613,Same Day,1
614,First Class,0
615,Second Class,2
616,Standard Class,3
617,Second Class,2
618,First Class,0
619,First Class,0
620,Standard Class,3
621,Standard Class,3
622,Same Day,1
623,Same Day,1
624,Second Class,2
625,First Class,0
626,Second Class,2
627,First Class,0
628,Second Class,2
629,Standard Class,3
630,Same Day,1
631,Second Class,2
632,Same Day,1
633,Standard Class,3
634,Standard Class,3
635,Standard Class,3
636,Same Day,1
637,First Class,0
638,Same Day,1
639,First Class,0
640,First Class,0
641,Same Day,1
642,Same Day,1
643,Second Class,2
644,First Class,0
645,Same Day,1
646,First Class,0
647,Second Class,2
648,Standard Class,3
649,Second Class,2
650,Same Day,1
651,Second Class,2
652,First Class,0
653,Standard Class,3
654,First Class,0
655,Second Class,2
656,Second Class,2
657,Standard Class,3
658,Same Day,1
659,Second Class,2
660,Standard Class,3
661,First Class,0
662,Second Class,2
663,Same Day,1
664,Standard Class,3
665,Standard Class,3
666,First Class,0
667,First Class,0
668,Standard Class,3
669,Second Class,2
670,Second Class,2
671,Standard Class,3
672,First Class,0
673,First Class,0
674,First Class,0
675,Second Class,2
676,Standard Class,3
677,First Class,0
678,Standard Class,3
679,First Class,0
680,Standard Class,3
681,Standard Class,3
682,Second Class,2
683,Second Class,2
684,First Class,0
685,Standard Class,3
686,Second Class,2
687,Same Day,1
688,Same Day,1
689,Same Day,1
690,First Class,0
691,Same Day,1
692,First Class,0
693,First Class,0
694,Standard Class,3
695,First Class,0
696,First Class,0
697,Same Day,1
698,Same Day,1
699,First Class,0
700,First Class,0
701,Standard Class,3
702,Standard Class,3
703,Standard Class,3
704,First Class,0
705,First Class,0
706,Same Day,1
707,Standard Class,3
708,Second Class,2
709,Standard Class,3
710,First Class,0
711,Second Class,2
712,Second Class,2
713,First Class,0
714,First Class,0
715,Second Class,2
716,Same Day,1
717,Second Class,2
718,Second Class,2
719,First Class,0
720,First Class,0
721,Second Class,2
722,Same Day,1
723,First Class,0
724,First Class,0
725,First Class,0
726,First Class,0
727,Standard Class,3
728,Standard Class,3
729,Second Class,2
730,Second Class,2
731,Standard Class,3
732,First Class,0
733,Standard Class,3
734,Same Day,1
735,Same Day,1
736,Standard Class,3
737,Second Class,2
738,First Class,0
739,Standard Class,3
740,Standard Class,3
741,Standard Class,3
742,First Class,0
743,Same Day,1
744,First Class,0
745,First Class,0
746,Standard Class,3
747,Standard Class,3
748,Standard Class,3
749,Same Day,1
750,First Class,0
751,Standard Class,3
752,Standard Class,3
753,Standard Class,3
754,Second Class,2
755,First Class,0
756,Standard Class,3
757,Same Day,1
758,Standard Class,3
759,First Class,0
760,Same Day,1
761,Standard Class,3
762,Standard Class,3
763,Second Class,2
764,Standard Class,3
765,Standard Class,3
766,Second Class,2
767,Standard Class,3
768,Same Day,1
769,Same Day,1
770,Same Day,1
771,Second Class,2
772,Same Day,1
773,Standard Class,3
774,Standard Class,3
775,Standard Class,3
776,Same Day,1
777,Second Class,2
778,Same Day,1
779,Same Day,1
780,Same Day,1
781,Second Class,2
782,Same Day,1
783,Standard Class,3
784,First Class,0
785,Same Day,1
786,Second Class,2
787,Same Day,1
788,Same Day,1
789,Standard Class,3
790,Same Day,1
791,First Class,0
792,Same Day,1
793,Second Class,2
794,First Class,0
795,Standard Class,3
796,First Class,0
797,Same Day,1
798,Standard Class,3
799,Second Class,2
800,Second Class,2
801,Second Class,2
802,Standard Class,3
803,Same Day,1
804,Standard Class,3
805,Second Class,2
806,Standard Class,3
807,Second Class,2
808,Same Day,1
809,First Class,0
810,First Class,0
811,Same Day,1
812,First Class,0
813,Standard Class,3
814,First Class,0
815,First Class,0
816,Second Class,2
817,First Class,0
818,Same Day,1
819,Same Day,1
820,Standard Class,3
821,Second Class,2
822,First Class,0
823,First Class,0
824,Same Day,1
825,Standard Class,3
826,First Class,0
827,Same Day,1
828,Standard Class,3
829,Standard Class,3
830,Standard Class,3
831,First Class,0
832,Second Class,2
833,First Class,0
834,Same Day,1
835,First Class,0
836,Standard Class,3
837,First Class,0
838,First Class,0
839,Second Class,2
840,Standard Class,3
841,Standard Class,3
842,First Class,0
843,Standard Class,3
844,Standard Class,3
845,Standard Class,3
846,Same Day,1
847,Standard Class,3
848,Second Class,2
849,First Class,0
850,First Class,0
851,First Class,0
852,First Class,0
853,Same Day,1
854,Second Class,2
855,Standard Class,3
856,Standard Class,3
857,First Class,0
858,Standard Class,3
859,Second Class,2
860,Standard Class,3
861,Same Day,1
862,Second Class,2
863,First Class,0
864,First Class,0
865,Same Day,1
866,Second Class,2
867,Standard Class,3
868,Standard Class,3
869,Standard Class,3
870,Second Class,2
871,Second Class,2
872,First Class,0
873,First Class,0
874,Second Class,2
875,Standard Class,3
876,First Class,0
877,First Class,0
878,Same Day,1
879,First Class,0
880,Same Day,1
881,First Class,0
882,Second Class,2
883,First Class,0
884,Second Class,2
885,First Class,0
886,Standard Class,3
887,First Class,0
888,First Class,0
889,Standard Class,3
890,Standard Class,3
891,Second Class,2
892,Standard Class,3
893,Same Day,1
894,Standard Class,3
895,First Class,0
896,Same Day,1
897,First Class,0
898,Second Class,2
899,Standard Class,3
900,Standard Class,3
901,Standard Class,3
902,Standard Class,3
903,Second Class,2
904,Same Day,1
905,Second Class,2
906,Second Class,2
907,Second Class,2
908,Second Class,2
909,Second Class,2
910,Standard Class,3
911,Same Day,1
912,Second Class,2
913,Second Class,2
914,Standard Class,3
915,Second Class,2
916,Second Class,2
917,First Class,0
918,Same Day,1
919,Second Class,2
920,First Class,0
921,Same Day,1
922,Same Day,1
923,Same Day,1
924,Standard Class,3
925,Second Class,2
926,Second Class,2
927,Standard Class,3
928,First Class,0
929,Second Class,2
930,Same Day,1
931,First Class,0
932,Standard Class,3
933,Second Class,2
934,Same Day,1
935,Same Day,1
936,Same Day,1
937,Same Day,1
938,First Class,0
939,Second Class,2
940,First Class,0
941,Standard Class,3
942,Same Day,1
943,First Class,0
944,Standard Class,3
945,Same Day,1
946,Standard Class,3
947,Same Day,1
948,Second Class,2
949,Same Day,1
950,Same Day,1
951,Standard Class,3
952,Same Day,1
953,Same Day,1
954,Standard Class,3
955,First Class,0
956,Standard Class,3
957,First Class,0
958,Standard Class,3
959,Same Day,1
960,First Class,0
961,First Class,0
962,Standard Class,3
963,Same Day,1
964,Same Day,1
965,Second Class,2
966,Same Day,1
967,Same Day,1
968,Standard Class,3
969,Standard Class,3
970,First Class,0
971,Same Day,1
972,First Class,0
973,Second Class,2
974,Second Class,2
975,Same Day,1
976,First Class,0
977,Standard Class,3
978,Standard Class,3
979,Standard Class,3
980,Same Day,1
981,Second Class,2
982,Same Day,1
983,First Class,0
984,Same Day,1
985,Second Class,2
986,Same Day,1
987,Standard Class,3
988,Same Day,1
989,First Class,0
990,Same Day,1
991,Standard Class,3
992,First Class,0
993,First Class,0
994,Same Day,1
995,First Class,0
996,Standard Class,3
997,Second Class,2
998,Standard Class,3
999,Second Class,2
1000,Same Day,1
1001,Standard Class,3
1002,Standard Class,3
1003,Same Day,1
1004,Same Day,1
1005,Standard Class,3
1006,Standard Class,3
1007,Second Class,2
1008,Standard Class,3
1009,Standard Class,3
1010,Same Day,1
1011,Standard Class,3
1012,Standard Class,3
1013,Same Day,1
1014,Same Day,1
1015,Same Day,1
1016,Standard Class,3
1017,Second Class,2
1018,First Class,0
1019,Second Class,2
1020,Same Day,1
1021,Second Class,2
1022,Same Day,1
1023,Second Class,2
1024,Standard Class,3
1025,Same Day,1
1026,First Class,0
1027,Second Class,2
1028,First Class,0
1029,First Class,0
1030,Second Class,2
1031,Same Day,1
1032,Standard Class,3
1033,Standard Class,3
1034,Standard Class,3
1035,Second Class,2
1036,Same Day,1
1037,Same Day,1
1038,Second Class,2
1039,First Class,0
1040,First Class,0
1041,Standard Class,3
1042,Same Day,1
1043,Second Class,2
1044,Second Class,2
1045,Standard Class,3
1046,Second Class,2
1047,First Class,0
1048,Standard Class,3
1049,Second Class,2
1050,Second Class,2
1051,Standard Class,3
1052,Same Day,1
1053,Same Day,1
1054,Same Day,1
1055,Second Class,2
1056,Second Class,2
1057,Same Day,1
1058,Second Class,2
1059,First Class,0
1060,Second Class,2
1061,Same Day,1
1062,Same Day,1
1063,First Class,0
1064,Standard Class,3
1065,Same Day,1
1066,First Class,0
1067,Second Class,2
1068,Second Class,2
1069,First Class,0
1070,Second Class,2
1071,Standard Class,3
1072,Standard Class,3
1073,Second Class,2
1074,Same Day,1
1075,Second Class,2
1076,Standard Class,3
1077,First Class,0
1078,Same Day,1
1079,Standard Class,3
1080,First Class,0
1081,First Class,0
1082,Second Class,2
1083,First Class,0
1084,Second Class,2
1085,Same Day,1
1086,First Class,0
1087,Same Day,1
1088,Same Day,1
1089,First Class,0
1090,Second Class,2
1091,Standard Class,3
1092,Second Class,2
1093,First Class,0
1094,Same Day,1
1095,Second Class,2
1096,Second Class,2
1097,Same Day,1
1098,First Class,0
1099,Same Day,1
1100,Standard Class,3
1101,Same Day,1
1102,Standard Class,3
1103,Standard Class,3
1104,Second Class,2
1105,Same Day,1
1106,Standard Class,3
1107,Standard Class,3
1108,Standard Class,3
1109,First Class,0
1110,Standard Class,3
1111,First Class,0
1112,Standard Class,3
1113,Same Day,1
1114,First Class,0
1115,Same Day,1
1116,Second Class,2
1117,First Class,0
1118,Same Day,1
1119,Second Class,2
1120,Standard Class,3
1121,First Class,0
1122,Same Day,1
1123,Second Class,2
1124,Same Day,1
1125,First Class,0
1126,First Class,0
1127,First Class,0
1128,Second Class,2
1129,Standard Class,3
1130,Standard Class,3
1131,First Class,0
1132,Same Day,1
1133,Second Class,2
1134,Same Day,1
1135,Same Day,1
1136,First Class,0
1137,Standard Class,3
1138,Standard Class,3
1139,Standard Class,3
1140,Second Class,2
1141,First Class,0
1142,Standard Class,3
1143,First Class,0
1144,Same Day,1
1145,First Class,0
1146,Same Day,1
1147,First Class,0
1148,Standard Class,3
1149,First Class,0
1150,Same Day,1
1151,Same Day,1
1152,Second Class,2
1153,Standard Class,3
1154,Standard Class,3
1155,Second Class,2
1156,Standard Class,3
1157,Standard Class,3
1158,Second Class,2
1159,Standard Class,3
1160,Standard Class,3
1161,Same Day,1
1162,Standard Class,3
1163,First Class,0
1164,Second Class,2
1165,First Class,0
1166,Same Day,1
1167,Standard Class,3
1168,First Class,0
1169,Same Day,1
1170,Standard Class,3
1171,First Class,0
1172,Standard Class,3
1173,Second Class,2
1174,Second Class,2
1175,Standard Class,3
1176,First Class,0
1177,First Class,0
1178,First Class,0
1179,Second Class,2
1180,Second Class,2
1181,Second Class,2
1182,Same Day,1
1183,Standard Class,3
1184,Standard Class,3
1185,First Class,0
1186,Standard Class,3
1187,Same Day,1
1188,First Class,0
1189,Standard Class,3
1190,Same Day,1
1191,Standard Class,3
1192,First Class,0
1193,Same Day,1
1194,First Class,0
1195,Standard Class,3
1196,Same Day,1
1197,Second Class,2
1198,Same Day,1
1199,Standard Class,3
1200,Second Class,2
1201,Standard Class,3
1202,Same Day,1
1203,Second Class,2
1204,Standard Class,3
1205,Standard Class,3
1206,Same Day,1
1207,Second Class,2
1208,Second Class,2
1209,Second Class,2
1210,Same Day,1
1211,Second Class,2
1212,Same Day,1
1213,Same Day,1
1214,Second Class,2
1215,Standard Class,3
1216,First Class,0
1217,Standard Class,3
1218,Standard Class,3
1219,Second Class,2
1220,Same Day,1
1221,Second Class,2
1222,Standard Class,3
1223,First Class,0
1224,Second Class,2
1225,Standard Class,3
1226,Second Class,2
1227,Second Class,2
1228,Standard Class,3
1229,Same Day,1
1230,Same Day,1
1231,Same Day,1
1232,Same Day,1
1233,Standard Class,3
1234,Same Day,1
1235,Standard Class,3
1236,First Class,0
1237,Standard Class,3
1238,Second Class,2
1239,Same Day,1
1240,First Class,0
1241,Same Day,1
1242,Standard Class,3
1243,First Class,0
1244,First Class,0
1245,Standard Class,3
1246,Standard Class,3
1247,First Class,0
1248,Same Day,1
1249,Second Class,2
1250,First Class,0
1251,Standard Class,3
1252,Second Class,2
1253,Standard Class,3
1254,Second Class,2
1255,Second Class,2
1256,Standard Class,3
1257,Second Class,2
1258,First Class,0
1259,First Class,0
1260,Standard Class,3
1261,Same Day,1
1262,Second Class,2
1263,Second Class,2
1264,Same Day,1
1265,Second Class,2
1266,First Class,0
1267,Second Class,2
1268,Standard Class,3
1269,Same Day,1
1270,Second Class,2
1271,Same Day,1
1272,First Class,0
1273,Standard Class,3
1274,Standard Class,3
1275,First Class,0
1276,First Class,0
1277,Second Class,2
1278,Standard Class,3
1279,Second Class,2
1280,Second Class,2
1281,First Class,0
1282,First Class,0
1283,Standard Class,3
1284,Standard Class,3
1285,Second Class,2
1286,Same Day,1
1287,First Class,0
1288,Same Day,1
1289,First Class,0
1290,Standard Class,3
1291,Standard Class,3
1292,Standard Class,3
1293,Same Day,1
1294,Same Day,1
1295,First Class,0
1296,First Class,0
1297,Standard Class,3
1298,First Class,0
1299,Standard Class,3
1300,Second Class,2
1301,Same Day,1
1302,Second Class,2
1303,Second Class,2
1304,First Class,0
1305,First Class,0
1306,First Class,0
1307,Same Day,1
1308,Standard Class,3
1309,First Class,0
1310,First Class,0
1311,First Class,0
1312,First Class,0
1313,Second Class,2
1314,Same Day,1
1315,Second Class,2
1316,Standard Class,3
1317,Second Class,2
1318,Second Class,2
1319,Second Class,2
1320,Same Day,1
1321,Second Class,2
1322,Second Class,2
1323,Second Class,2
1324,Same Day,1
1325,Same Day,1
1326,Second Class,2
1327,Standard Class,3
1328,First Class,0
1329,First Class,0
1330,First Class,0
1331,First Class,0
1332,Same Day,1
1333,Second Class,2
1334,Same Day,1
1335,Second Class,2
1336,Standard Class,3
1337,First Class,0
1338,Second Class,2
1339,Same Day,1
1340,Standard Class,3
1341,First Class,0
1342,Second Class,2
1343,Standard Class,3
1344,Same Day,1
1345,Second Class,2
1346,Second Class,2
1347,First Class,0
1348,Standard Class,3
1349,Same Day,1
1350,First Class,0
1351,Second Class,2
1352,First Class,0
1353,First Class,0
1354,Second Class,2
1355,Second Class,2
1356,Standard Class,3
1357,First Class,0
1358,Second Class,2
1359,Second Class,2
1360,Standard Class,3
1361,Same Day,1
1362,First Class,0
1363,First Class,0
1364,Same Day,1
1365,Second Class,2
1366,Standard Class,3
1367,Standard Class,3
1368,Standard Class,3
1369,First Class,0
1370,Standard Class,3
1371,First Class,0
1372,Second Class,2
1373,Second Class,2
1374,Standard Class,3
1375,Second Class,2
1376,Second Class,2
1377,Second Class,2
1378,Second Class,2
1379,Same Day,1
1380,Same Day,1
1381,First Class,0
1382,Second Class,2
1383,Standard Class,3
1384,First Class,0
1385,Standard Class,3
1386,First Class,0
1387,Same Day,1
1388,Same Day,1
1389,Second Class,2
1390,Second Class,2
1391,Second Class,2
1392,Same Day,1
1393,Standard Class,3
1394,Standard Class,3
1395,Second Class,2
1396,First Class,0
1397,Standard Class,3
1398,First Class,0
1399,Same Day,1
1400,Standard Class,3
1401,First Class,0
1402,First Class,0
1403,Standard Class,3
1404,First Class,0
1405,Standard Class,3
1406,First Class,0
1407,Standard Class,3
1408,Standard Class,3
1409,Standard Class,3
1410,First Class,0
1411,Standard Class,3
1412,Standard Class,3
1413,Same Day,1
1414,Second Class,2
1415,First Class,0
1416,Same Day,1
1417,First Class,0
1418,Same Day,1
1419,Second Class,2
1420,Same Day,1
1421,Standard Class,3
1422,Second Class,2
1423,First Class,0
1424,First Class,0
1425,First Class,0
1426,Standard Class,3
1427,Second Class,2
1428,Standard Class,3
1429,Standard Class,3
1430,Second Class,2
1431,Same Day,1
1432,Standard Class,3
1433,Second Class,2
1434,Standard Class,3
1435,Standard Class,3
1436,Same Day,1
1437,Second Class,2
1438,Standard Class,3
1439,Same Day,1
1440,Same Day,1
1441,Second Class,2
1442,Second Class,2
1443,Standard Class,3
1444,Second Class,2
1445,Standard Class,3
1446,First Class,0
1447,Same Day,1
1448,Standard Class,3
1449,First Class,0
1450,First Class,0
1451,Second Class,2
1452,Same Day,1
1453,Second Class,2
1454,Standard Class,3
1455,Standard Class,3
1456,Standard Class,3
1457,Same Day,1
1458,Second Class,2
1459,Standard Class,3
1460,Same Day,1
1461,First Class,0
1462,Standard Class,3
1463,First Class,0
1464,Same Day,1
1465,First Class,0
1466,First Class,0
1467,Standard Class,3
1468,First Class,0
1469,First Class,0
1470,Standard Class,3
1471,Standard Class,3
1472,First Class,0
1473,Same Day,1
1474,Second Class,2
1475,Second Class,2
1476,First Class,0
1477,Standard Class,3
1478,Same Day,1
1479,Second Class,2
1480,Second Class,2
1481,Standard Class,3
1482,Same Day,1
1483,First Class,0
1484,First Class,0
1485,Same Day,1
1486,Same Day,1
1487,Standard Class,3
1488,Same Day,1
1489,Standard Class,3
1490,Second Class,2
1491,Standard Class,3
