,Product ID,Quantity,Sales,Profit,discount,group
91,OFF-ST-10000220,5,259.832,3.0315,withDiscount,withDiscount
92,TEC-PH-10004028,8,424.935,-70.185,withDiscount,withDiscount
93,OFF-LA-10001669,2,11.607,-4.653,withDiscount,withDiscount
94,TEC-PH-10004447,25,2779.8,208.485,withDiscount,withDiscount
95,TEC-EPS-10002958,8,280.872,-430.728,withDiscount,withDiscount
96,OFF-SU-10004316,17,338.472,-183.76799999999997,withDiscount,withDiscount
97,FUR-FU-10000502,17,301.86,-527.91,withDiscount,withDiscount
98,OFF-ST-10002292,20,3952.808,-298.728,withDiscount,withDiscount
99,TEC-CO-10003924,5,1265.458,290.7576,withDiscount,withDiscount
100,OFF-AR-10004010,12,195.488,11.117600000000001,withDiscount,withDiscount
101,TEC-MOT-10000554,3,901.5719999999999,-450.85799999999995,withDiscount,withDiscount
102,OFF-PA-10003134,8,307.456,107.6096,withDiscount,withDiscount
103,OFF-PA-10002022,12,164.9523,-120.52769999999998,withDiscount,withDiscount
104,OFF-AR-10001773,17,345.7046,-5.175600000000003,withDiscount,withDiscount
105,OFF-ST-10002085,3,352.762,143.5119,withDiscount,withDiscount
106,OFF-GLO-10000201,1,3.48,-2.97,withDiscount,withDiscount
107,FUR-FU-10000743,22,895.986,-670.854,withDiscount,withDiscount
108,OFF-ST-10004841,8,73.1538,18.913800000000002,withDiscount,withDiscount
109,TEC-AC-10001172,12,194.172,17.532000000000004,withDiscount,withDiscount
110,OFF-AR-10002564,3,17.388,-10.752,withDiscount,withDiscount
111,FUR-CH-10004844,16,1335.6000000000001,-445.20000000000005,withDiscount,withDiscount
112,OFF-BI-10002432,15,57.1604,2.917,withDiscount,withDiscount
113,TEC-MA-10002780,9,2139.84,556.018,withDiscount,withDiscount
114,OFF-BI-10002562,21,944.6229999999999,288.79200000000003,withDiscount,withDiscount
115,FUR-CH-10004676,15,1731.0,69.14999999999999,withDiscount,withDiscount
116,OFF-AR-10002952,10,106.8,10.68,withDiscount,withDiscount
117,OFF-ST-10003858,1,54.936,-25.644,withDiscount,withDiscount
118,OFF-ELD-10000819,1,14.535,-11.145,withDiscount,withDiscount
119,FUR-CH-10001374,27,1085.2800000000002,295.26,withDiscount,withDiscount
120,OFF-PA-10002365,6,31.104,10.8864,withDiscount,withDiscount
121,OFF-ST-10003716,21,3780.3399999999997,-330.7794,withDiscount,withDiscount
122,TEC-AC-10002567,20,1279.84,255.96800000000002,withDiscount,withDiscount
123,OFF-LA-10000248,2,5.904,1.9926,withDiscount,withDiscount
124,TEC-CO-10004125,18,1574.831,423.7314,withDiscount,withDiscount
125,OFF-XER-10003203,13,133.875,-95.055,withDiscount,withDiscount
126,OFF-PA-10003127,3,63.312,20.5764,withDiscount,withDiscount
127,OFF-ST-10001031,7,91.168,6.8376,withDiscount,withDiscount
128,OFF-SAN-10001326,1,8.919,-13.101,withDiscount,withDiscount
129,OFF-BI-10003058,10,77.256,-1.3439999999999994,withDiscount,withDiscount
130,OFF-FA-10001304,18,159.7914,3.191399999999998,withDiscount,withDiscount
131,OFF-LA-10004933,5,18.72,-8.48,withDiscount,withDiscount
132,OFF-PA-10000302,9,173.352,14.591999999999999,withDiscount,withDiscount
133,OFF-EN-10001939,33,381.34799999999996,-229.152,withDiscount,withDiscount
134,TEC-MA-10000423,9,138.537,33.6447,withDiscount,withDiscount
135,OFF-ST-10001173,24,399.132,-133.668,withDiscount,withDiscount
136,FUR-FU-10003039,6,155.26799999999997,-15.526799999999998,withDiscount,withDiscount
137,OFF-FA-10000189,1,6.93,-3.63,withDiscount,withDiscount
138,FUR-BO-10001721,2,101.208,6.728,withDiscount,withDiscount
139,OFF-ADV-10000551,1,4.077,-9.513,withDiscount,withDiscount
140,FUR-IKE-10003796,2,73.224,-114.756,withDiscount,withDiscount
141,OFF-PA-10001968,19,372.8836,-6.1664999999999965,withDiscount,withDiscount
142,OFF-PA-10001236,12,225.4446,-27.635399999999997,withDiscount,withDiscount
143,TEC-PH-10003492,6,660.096,-275.184,withDiscount,withDiscount
144,FUR-BO-10004537,3,335.147,10.2465,withDiscount,withDiscount
145,OFF-SU-10001722,5,95.228,27.528,withDiscount,withDiscount
146,OFF-ACC-10004182,3,8.94,-12.03,withDiscount,withDiscount
147,OFF-AP-10002330,16,6299.84,912.324,withDiscount,withDiscount
148,FUR-CHR-10003806,1,349.068,-462.522,withDiscount,withDiscount
149,OFF-EN-10004590,8,146.71800000000002,14.957999999999998,withDiscount,withDiscount
150,OFF-AR-10000845,14,94.752,8.512,withDiscount,withDiscount
151,FUR-BO-10004999,10,3938.49,1662.6870000000001,withDiscount,withDiscount
152,OFF-PA-10000827,6,79.91999999999999,-43.2,withDiscount,withDiscount
153,FUR-BO-10000936,1,154.143,13.683,withDiscount,withDiscount
154,OFF-BIC-10000041,1,10.572,-15.348,withDiscount,withDiscount
155,FUR-CH-10004774,37,10676.64,-391.17,withDiscount,withDiscount
156,OFF-BI-10002764,32,63.30800000000001,10.5944,withDiscount,withDiscount
157,OFF-BI-10001989,19,249.66199999999998,42.379599999999996,withDiscount,withDiscount
158,TEC-CO-10000405,4,1081.3,101.742,withDiscount,withDiscount
159,TEC-HP -10001577,1,97.332,-24.348,withDiscount,withDiscount
160,TEC-PH-10004074,2,508.92,-305.36,withDiscount,withDiscount
161,OFF-PA-10001818,8,190.00799999999998,-19.031999999999996,withDiscount,withDiscount
162,TEC-AC-10000151,7,104.58,-17.5,withDiscount,withDiscount
163,FUR-CH-10000454,34,6489.861999999999,683.144,withDiscount,withDiscount
164,FUR-BO-10002300,15,2735.712,616.732,withDiscount,withDiscount
165,OFF-ST-10004019,10,272.17920000000004,57.0792,withDiscount,withDiscount
166,OFF-STA-10003756,3,44.43,-44.94,withDiscount,withDiscount
167,OFF-BI-10003091,16,2754.9539999999997,855.6035999999999,withDiscount,withDiscount
168,TEC-PH-10001117,3,1622.34,248.036,withDiscount,withDiscount
169,FUR-BO-10002510,25,3432.101,101.4114,withDiscount,withDiscount
170,OFF-EN-10000359,5,12.0,-5.0,withDiscount,withDiscount
171,FUR-CH-10002542,4,162.864,-52.656,withDiscount,withDiscount
172,OFF-EN-10004793,5,126.72,28.42,withDiscount,withDiscount
173,FUR-FU-10001169,2,70.308,-14.112,withDiscount,withDiscount
174,OFF-HOO-10000318,2,185.634,-129.966,withDiscount,withDiscount
175,OFF-BI-10003709,17,363.312,-157.228,withDiscount,withDiscount
176,OFF-SU-10000866,21,675.312,-34.068,withDiscount,withDiscount
177,TEC-PH-10003102,5,333.66,-200.24,withDiscount,withDiscount
178,OFF-SU-10001125,6,83.34,-55.08,withDiscount,withDiscount
179,OFF-BI-10000328,18,743.5899999999999,151.7505,withDiscount,withDiscount
180,TEC-PH-10004251,4,268.848,-53.792,withDiscount,withDiscount
181,OFF-NOV-10000092,3,15.372,-12.347999999999999,withDiscount,withDiscount
182,OFF-LA-10002389,9,39.312,6.552,withDiscount,withDiscount
183,TEC-PH-10003549,15,893.04,-150.06,withDiscount,withDiscount
184,OFF-ST-10000095,36,4147.479,-168.201,withDiscount,withDiscount
185,OFF-EN-10003850,3,14.76,2.16,withDiscount,withDiscount
186,OFF-ROG-10003300,5,41.472,-59.928,withDiscount,withDiscount
187,OFF-STI-10000305,6,86.562,-176.058,withDiscount,withDiscount
188,TEC-AC-10000053,7,951.838,35.8176,withDiscount,withDiscount
189,TEC-MA-10002771,16,3362.85,684.45,withDiscount,withDiscount
190,OFF-IBI-10000779,4,16.656,-10.944,withDiscount,withDiscount
191,OFF-SU-10000198,7,63.168,-24.332,withDiscount,withDiscount
192,OFF-BI-10002193,3,7.335,-3.825,withDiscount,withDiscount
193,TEC-PH-10002759,19,8208.65,781.5460000000003,withDiscount,withDiscount
194,OFF-BI-10004995,23,12521.11,-4382.389999999999,withDiscount,withDiscount
195,FUR-OFF-10003688,7,373.896,-401.634,withDiscount,withDiscount
196,FUR-CH-10003009,6,844.767,93.447,withDiscount,withDiscount
197,OFF-SU-10001086,6,74.34,-56.52,withDiscount,withDiscount
198,OFF-AP-10000304,5,1609.794,486.56399999999996,withDiscount,withDiscount
199,FUR-TA-10001039,35,1732.497,-494.385,withDiscount,withDiscount
200,OFF-GRE-10001774,6,71.496,-42.984,withDiscount,withDiscount
201,TEC-SAM-10001013,2,135.744,-142.536,withDiscount,withDiscount
202,FUR-FU-10000295,12,96.336,-31.464,withDiscount,withDiscount
203,FUR-DAN-10001993,2,86.382,-181.458,withDiscount,withDiscount
204,OFF-AR-10003629,2,56.82,-39.78,withDiscount,withDiscount
205,OFF-ST-10002957,6,25.344,-6.336,withDiscount,withDiscount
206,OFF-ST-10004035,35,686.592,-23.208,withDiscount,withDiscount
207,OFF-PA-10003449,8,148.2048,21.9648,withDiscount,withDiscount
208,OFF-AP-10003622,12,535.868,-36.747,withDiscount,withDiscount
209,OFF-ACC-10001993,5,24.282,-12.168,withDiscount,withDiscount
210,OFF-AR-10000475,14,431.368,38.5208,withDiscount,withDiscount
211,FUR-CH-10002819,21,771.678,-221.202,withDiscount,withDiscount
212,OFF-CAR-10003703,5,30.659999999999997,-42.24,withDiscount,withDiscount
213,TEC-AC-10002738,8,465.24,-186.12,withDiscount,withDiscount
214,TEC-PH-10002115,8,382.74199999999996,-7.918800000000001,withDiscount,withDiscount
215,FUR-BO-10004821,26,2878.411,21.2706,withDiscount,withDiscount
216,OFF-PA-10001850,4,91.9668,17.4468,withDiscount,withDiscount
217,OFF-FA-10002676,6,8.688,1.7376,withDiscount,withDiscount
218,TEC-AC-10002558,1,9.096,1.7055,withDiscount,withDiscount
219,OFF-BI-10000829,17,61.064,19.8458,withDiscount,withDiscount
220,FUR-CH-10002573,14,5115.0,-288.3,withDiscount,withDiscount
221,FUR-BO-10002308,7,1188.972,90.25200000000001,withDiscount,withDiscount
222,FUR-BO-10001580,6,461.02500000000003,-151.335,withDiscount,withDiscount
223,TEC-PH-10003137,10,1184.475,208.87449999999998,withDiscount,withDiscount
224,OFF-BI-10003475,18,105.0783,38.6583,withDiscount,withDiscount
225,OFF-BI-10002520,8,27.36,-6.96,withDiscount,withDiscount
226,TEC-SHA-10002034,2,72.0,-153.6,withDiscount,withDiscount
227,OFF-BI-10000179,17,383.46299999999997,64.203,withDiscount,withDiscount
228,OFF-EN-10004568,9,77.256,11.196,withDiscount,withDiscount
229,OFF-BI-10004924,4,80.64,17.28,withDiscount,withDiscount
230,FUR-BO-10001476,5,402.16,-10.14,withDiscount,withDiscount
231,OFF-ELD-10004625,5,139.113,-57.687,withDiscount,withDiscount
232,OFF-FA-10003058,3,16.308,-9.552,withDiscount,withDiscount
233,TEC-CO-10003448,22,2725.571,610.989,withDiscount,withDiscount
234,OFF-FA-10002988,19,30.552,11.075099999999999,withDiscount,withDiscount
235,OFF-EN-10004183,3,29.376,-4.824,withDiscount,withDiscount
236,TEC-CIS-10003017,10,576.954,-561.846,withDiscount,withDiscount
237,FUR-FU-10003370,19,105.33600000000001,-91.12400000000001,withDiscount,withDiscount
238,OFF-EN-10000338,8,116.64000000000001,19.36,withDiscount,withDiscount
239,FUR-FU-10003273,22,968.3520000000001,-403.568,withDiscount,withDiscount
240,OFF-BI-10000289,2,11.55,-6.03,withDiscount,withDiscount
241,FUR-BO-10004560,3,469.233,78.183,withDiscount,withDiscount
242,OFF-BI-10002040,8,147.888,-29.712000000000003,withDiscount,withDiscount
243,TEC-PH-10003505,38,2672.64,168.89600000000002,withDiscount,withDiscount
244,OFF-ST-10002233,26,517.44,-12.440000000000001,withDiscount,withDiscount
245,OFF-EAT-10002068,4,31.896,-74.424,withDiscount,withDiscount
246,OFF-JIF-10003976,1,16.284,-4.086,withDiscount,withDiscount
247,TEC-MA-10002710,6,322.344,-365.376,withDiscount,withDiscount
248,FUR-CH-10001944,6,411.852,-135.348,withDiscount,withDiscount
249,TEC-ENE-10000690,5,125.505,-154.845,withDiscount,withDiscount
250,OFF-AVE-10002311,4,20.112,-23.688,withDiscount,withDiscount
251,OFF-PA-10004039,5,223.92,81.171,withDiscount,withDiscount
252,OFF-AR-10001708,2,80.676,3.876,withDiscount,withDiscount
253,OFF-LA-10003663,4,9.248,3.1212,withDiscount,withDiscount
254,FUR-FU-10003651,7,104.904,-45.246,withDiscount,withDiscount
255,OFF-ST-10002460,5,124.32,-76.68,withDiscount,withDiscount
256,OFF-AP-10002709,5,120.0,-40.0,withDiscount,withDiscount
257,OFF-AP-10000615,4,172.14,13.739999999999998,withDiscount,withDiscount
258,OFF-EAT-10002463,1,7.965,-7.965,withDiscount,withDiscount
259,OFF-ST-10003455,39,4946.54,523.6926000000001,withDiscount,withDiscount
260,OFF-ST-10002205,6,106.848,9.3492,withDiscount,withDiscount
261,OFF-SU-10001851,4,22.848,-3.472,withDiscount,withDiscount
262,OFF-CAM-10000497,1,10.8,-13.77,withDiscount,withDiscount
263,OFF-ST-10004185,5,114.84,-65.16,withDiscount,withDiscount
264,OFF-PA-10000318,14,156.212,-11.227999999999998,withDiscount,withDiscount
265,FUR-BO-10002000,9,3343.1330000000003,197.3673,withDiscount,withDiscount
266,TEC-PH-10001061,8,639.936,47.9952,withDiscount,withDiscount
267,TEC-AC-10001013,8,155.35999999999999,-13.5372,withDiscount,withDiscount
268,TEC-PH-10003995,6,650.6370000000001,-70.083,withDiscount,withDiscount
269,OFF-SU-10001869,15,217.4445,-120.9555,withDiscount,withDiscount
270,OFF-XER-10003329,1,8.325,-13.335,withDiscount,withDiscount
271,OFF-ST-10001858,7,289.857,2.5769999999999946,withDiscount,withDiscount
272,OFF-BIN-10002407,5,31.632,-25.818,withDiscount,withDiscount
273,OFF-BI-10001254,6,118.08,-35.519999999999996,withDiscount,withDiscount
274,OFF-PA-10003303,5,124.875,49.875,withDiscount,withDiscount
275,OFF-BI-10002827,26,44.24,-33.4012,withDiscount,withDiscount
276,OFF-PA-10003139,7,102.37920000000001,28.879199999999997,withDiscount,withDiscount
277,OFF-BI-10002853,24,234.8865,89.4465,withDiscount,withDiscount
278,OFF-LA-10002741,7,49.795500000000004,-8.3745,withDiscount,withDiscount
279,OFF-SU-10000789,9,174.933,-5.697000000000001,withDiscount,withDiscount
280,OFF-ST-10003012,8,113.75999999999999,-36.24,withDiscount,withDiscount
281,OFF-ACC-10004281,3,8.424,-2.106,withDiscount,withDiscount
282,FUR-TA-10002855,12,1273.1580000000001,-114.14519999999999,withDiscount,withDiscount
283,OFF-LA-10000765,7,39.832,-7.488,withDiscount,withDiscount
284,OFF-PA-10003424,11,99.333,-32.547000000000004,withDiscount,withDiscount
285,OFF-EN-10000699,5,168.3768,40.2765,withDiscount,withDiscount
286,OFF-ST-10003547,29,1070.1000000000001,274.91909999999996,withDiscount,withDiscount
287,FUR-BEV-10002369,6,605.61,-1150.83,withDiscount,withDiscount
288,TEC-PH-10003847,14,659.34,-212.57999999999998,withDiscount,withDiscount
289,FUR-RUB-10002067,1,43.404,-24.966,withDiscount,withDiscount
290,TEC-PH-10000788,5,163.5,-2.8,withDiscount,withDiscount
291,FUR-BO-10000022,10,1524.15,-16.95,withDiscount,withDiscount
292,OFF-AR-10004360,9,63.984,6.384,withDiscount,withDiscount
293,TEC-AC-10001267,12,287.52,71.88,withDiscount,withDiscount
294,OFF-SU-10003098,7,66.948,-15.652,withDiscount,withDiscount
295,FUR-FU-10004049,8,76.224,-91.536,withDiscount,withDiscount
296,OFF-AVE-10002024,8,21.408,-18.432,withDiscount,withDiscount
297,OFF-ST-10003409,3,161.532,-29.628,withDiscount,withDiscount
298,FUR-BO-10001372,3,1186.65,-39.6,withDiscount,withDiscount
299,TEC-CAN-10002802,2,85.428,-185.112,withDiscount,withDiscount
300,OFF-AP-10002283,7,490.306,70.7259,withDiscount,withDiscount
301,OFF-AR-10004651,6,83.592,3.672,withDiscount,withDiscount
302,TEC-AC-10001703,7,350.595,-115.39500000000001,withDiscount,withDiscount
303,OFF-BI-10000280,6,16.776,-11.184,withDiscount,withDiscount
304,OFF-BI-10003400,4,19.2,-7.68,withDiscount,withDiscount
305,OFF-AR-10001823,7,79.506,13.146,withDiscount,withDiscount
306,TEC-EPS-10004328,1,78.822,-84.078,withDiscount,withDiscount
307,TEC-AC-10002110,4,47.472,-30.128,withDiscount,withDiscount
308,OFF-SU-10001686,19,624.655,-46.2345,withDiscount,withDiscount
309,OFF-PA-10002338,19,184.149,13.719000000000001,withDiscount,withDiscount
310,FUR-BO-10000411,11,1138.368,341.308,withDiscount,withDiscount
311,FUR-BO-10003320,5,1093.92,123.02,withDiscount,withDiscount
312,OFF-FA-10000697,8,75.13380000000001,-35.2662,withDiscount,withDiscount
313,FUR-BUS-10004854,6,310.716,-404.06399999999996,withDiscount,withDiscount
314,OFF-STA-10004327,9,75.48,-106.5,withDiscount,withDiscount
315,OFF-FA-10004659,11,75.55680000000001,-21.4632,withDiscount,withDiscount
316,OFF-PA-10003039,20,470.52,129.218,withDiscount,withDiscount
317,OFF-BI-10004483,10,71.8146,-8.5854,withDiscount,withDiscount
318,OFF-ST-10000154,26,218.16,9.900000000000002,withDiscount,withDiscount
319,FUR-FU-10001480,4,66.044,-14.436,withDiscount,withDiscount
320,OFF-AR-10001479,2,33.516,-0.564,withDiscount,withDiscount
321,FUR-FU-10004236,3,45.576,9.036,withDiscount,withDiscount
322,FUR-FU-10004288,21,860.694,-670.206,withDiscount,withDiscount
323,OFF-PA-10003838,5,70.88,18.58,withDiscount,withDiscount
324,FUR-FU-10003622,15,105.3,-54.599999999999994,withDiscount,withDiscount
325,OFF-FA-10001332,4,9.216,3.1104000000000003,withDiscount,withDiscount
326,OFF-FA-10003779,7,72.0891,14.5491,withDiscount,withDiscount
327,TEC-CO-10002601,21,3430.7760000000003,-21.6165,withDiscount,withDiscount
328,OFF-FIS-10002759,2,16.398,-36.102,withDiscount,withDiscount
329,FUR-TA-10004406,6,1587.17,218.208,withDiscount,withDiscount
330,FUR-CH-10000155,11,2631.6400000000003,263.164,withDiscount,withDiscount
331,TEC-MA-10003856,4,163.152,22.631999999999998,withDiscount,withDiscount
332,FUR-CH-10003982,32,2800.0199999999995,540.18,withDiscount,withDiscount
333,FUR-HAR-10002223,2,59.4,-69.84,withDiscount,withDiscount
334,OFF-AR-10002280,3,15.528,4.8525,withDiscount,withDiscount
335,OFF-AR-10004739,7,188.895,-60.585,withDiscount,withDiscount
336,OFF-FA-10004027,22,183.3678,-54.2322,withDiscount,withDiscount
337,OFF-PA-10002488,7,60.984,-22.456,withDiscount,withDiscount
338,OFF-ST-10000645,6,321.912,-193.248,withDiscount,withDiscount
339,OFF-AP-10001885,4,76.16,-25.04,withDiscount,withDiscount
340,OFF-AR-10002067,1,15.872,1.1904,withDiscount,withDiscount
341,OFF-ST-10002161,16,631.354,127.83359999999999,withDiscount,withDiscount
342,OFF-SU-10002152,7,231.01139999999998,-73.2786,withDiscount,withDiscount
343,OFF-ST-10001290,6,309.557,100.577,withDiscount,withDiscount
344,TEC-PH-10004882,11,378.276,-73.824,withDiscount,withDiscount
345,TEC-AC-10003628,23,551.816,165.5448,withDiscount,withDiscount
346,OFF-PA-10001844,6,103.824,20.664,withDiscount,withDiscount
347,OFF-FA-10002791,1,7.416,0.846,withDiscount,withDiscount
348,TEC-CO-10001046,14,7559.889999999999,2169.9629999999997,withDiscount,withDiscount
349,TEC-AC-10002006,21,268.632,36.9369,withDiscount,withDiscount
350,TEC-PH-10002647,9,283.04,-55.18,withDiscount,withDiscount
351,TEC-PH-10004261,21,2469.197,385.78679999999997,withDiscount,withDiscount
352,OFF-XER-10001746,2,16.296,-5.724,withDiscount,withDiscount
353,TEC-MA-10000161,15,2453.594,673.545,withDiscount,withDiscount
354,FUR-RUB-10002507,4,40.32,-29.28,withDiscount,withDiscount
355,OFF-SU-10004705,14,121.20570000000001,-14.4543,withDiscount,withDiscount
356,OFF-PA-10002195,16,75.104,26.514,withDiscount,withDiscount
357,OFF-FA-10003007,2,11.616,-3.104,withDiscount,withDiscount
358,OFF-LA-10000471,8,64.2,11.4,withDiscount,withDiscount
359,TEC-AC-10001754,5,224.82,3.7199999999999998,withDiscount,withDiscount
360,OFF-BI-10001200,31,333.93600000000004,-81.774,withDiscount,withDiscount
361,OFF-SME-10004370,12,586.362,-928.1579999999999,withDiscount,withDiscount
362,OFF-FEL-10002399,5,31.488,-51.312000000000005,withDiscount,withDiscount
363,OFF-LA-10001375,5,26.25,-9.45,withDiscount,withDiscount
364,OFF-PA-10003708,3,35.712,-23.268,withDiscount,withDiscount
365,TEC-PH-10000365,11,623.565,-49.305,withDiscount,withDiscount
366,OFF-FA-10004705,14,102.6,-67.5,withDiscount,withDiscount
367,OFF-ACM-10002816,15,174.699,-87.651,withDiscount,withDiscount
368,FUR-TA-10003954,19,4824.062,-1064.0324,withDiscount,withDiscount
369,OFF-ROG-10003898,4,550.29,76.16999999999999,withDiscount,withDiscount
